topic,strategy,rank,tts,tts_tfidf,kis
393,s5,4,merci kill identifi document discuss,relev merci case kill mention,kevorkian suicid patient doctor euthanasia
393,s5,5,merci kill identifi document discuss all,relev merci case kill mention descript,kevorkian suicid patient doctor euthanasia dr
393,s5,6,merci kill identifi document discuss all individu,relev merci case kill mention descript murder,kevorkian suicid patient doctor euthanasia dr assist
393,s5,7,merci kill identifi document discuss all individu case,relev merci case kill mention descript murder document,kevorkian suicid patient doctor euthanasia dr assist die
393,s5,8,merci kill identifi document discuss all individu case relev,relev merci case kill mention descript murder document victim,kevorkian suicid patient doctor euthanasia dr assist die death
393,s5,9,merci kill identifi document discuss all individu case relev except,relev merci case kill mention descript murder document victim specif,kevorkian suicid patient doctor euthanasia dr assist die death medic
393,s5,10,merci kill identifi document discuss all individu case relev except letter,relev merci case kill mention descript murder document victim specif identifi,kevorkian suicid patient doctor euthanasia dr assist die death medic court
350,s5,1,health comput,termin carpel,ergonom comput
350,s5,2,health comput termin,termin carpel comput,ergonom comput keyboard
350,s5,3,health comput termin hazard,termin carpel comput health,ergonom comput keyboard injuri
350,s5,4,health comput termin hazard individu,termin carpel comput health cataract,ergonom comput keyboard injuri vdt
350,s5,5,health comput termin hazard individu work,termin carpel comput health cataract daili,ergonom comput keyboard injuri vdt repetit
350,s5,6,health comput termin hazard individu work daili,termin carpel comput health cataract daili allevi,ergonom comput keyboard injuri vdt repetit termin
350,s5,7,health comput termin hazard individu work daili basi,termin carpel comput health cataract daili allevi fatigu,ergonom comput keyboard injuri vdt repetit termin worker
350,s5,8,health comput termin hazard individu work daili basi relev,termin carpel comput health cataract daili allevi fatigu disord,ergonom comput keyboard injuri vdt repetit termin worker wrist
350,s5,9,health comput termin hazard individu work daili basi relev document,termin carpel comput health cataract daili allevi fatigu disord tunnel,ergonom comput keyboard injuri vdt repetit termin worker wrist carpal
350,s5,10,health comput termin hazard individu work daili basi relev document would,termin carpel comput health cataract daili allevi fatigu disord tunnel relev,ergonom comput keyboard injuri vdt repetit termin worker wrist carpal work
394,s5,1,home school,data relev,school home
394,s5,2,home school identifi,data relev home,school home children
394,s5,3,home school identifi document,data relev home educ,school home children parent
394,s5,4,home school identifi document discuss,data relev home educ environ,school home children parent educ
394,s5,5,home school identifi document discuss educ,data relev home educ environ document,school home children parent educ schooler
394,s5,6,home school identifi document discuss educ children,data relev home educ environ document children,school home children parent educ schooler student
394,s5,7,home school identifi document discuss educ children relev,data relev home educ environ document children school,school home children parent educ schooler student she
394,s5,8,home school identifi document discuss educ children relev would,data relev home educ environ document children school disadvantag,school home children parent educ schooler student she teacher
394,s5,9,home school identifi document discuss educ children relev would contain,data relev home educ environ document children school disadvantag classroom,school home children parent educ schooler student she teacher famili
394,s5,10,home school identifi document discuss educ children relev would contain ani,data relev home educ environ document children school disadvantag classroom therefor,school home children parent educ schooler student she teacher famili teach
353,s5,1,antarctica explor,antarctica scientif,antarctica ozon
353,s5,2,antarctica explor identifi,antarctica scientif systemat,antarctica ozon ic
353,s5,3,antarctica explor identifi systemat,antarctica scientif systemat explor,antarctica ozon ic antarct
353,s5,4,antarctica explor identifi systemat scientif,antarctica scientif systemat explor document,antarctica ozon ic antarct scientist
353,s5,5,antarctica explor identifi systemat scientif investig,antarctica scientif systemat explor document ionospher,antarctica ozon ic antarct scientist atmospher
353,s5,6,antarctica explor identifi systemat scientif investig current,antarctica scientif systemat explor document ionospher seismolog,antarctica ozon ic antarct scientist atmospher dr
353,s5,7,antarctica explor identifi systemat scientif investig current plan,antarctica scientif systemat explor document ionospher seismolog non,antarctica ozon ic antarct scientist atmospher dr pole
353,s5,8,antarctica explor identifi systemat scientif investig current plan document,antarctica scientif systemat explor document ionospher seismolog non e.g,antarctica ozon ic antarct scientist atmospher dr pole sea
353,s5,9,antarctica explor identifi systemat scientif investig current plan document discuss,antarctica scientif systemat explor document ionospher seismolog non e.g discuss,antarctica ozon ic antarct scientist atmospher dr pole sea deplet
353,s5,10,antarctica explor identifi systemat scientif investig current plan document discuss follow,antarctica scientif systemat explor document ionospher seismolog non e.g discuss identifi,antarctica ozon ic antarct scientist atmospher dr pole sea deplet warm
397,s5,1,automobil recal,automobil recal,recal car
397,s5,2,automobil recal identifi,automobil recal document,recal car ford
397,s5,3,automobil recal identifi document,automobil recal document relev,recal car ford vehicl
397,s5,4,automobil recal identifi document discuss,automobil recal document relev discuss,recal car ford vehicl defect
397,s5,5,automobil recal identifi document discuss reason,automobil recal document relev discuss specifi,recal car ford vehicl defect motor
397,s5,6,automobil recal identifi document discuss reason relev,automobil recal document relev discuss specifi reason,recal car ford vehicl defect motor safeti
397,s5,7,automobil recal identifi document discuss reason relev specifi,automobil recal document relev discuss specifi reason truck,recal car ford vehicl defect motor safeti mitsubishi
397,s5,8,automobil recal identifi document discuss reason relev specifi major,automobil recal document relev discuss specifi reason truck manufactur,recal car ford vehicl defect motor safeti mitsubishi model
397,s5,9,automobil recal identifi document discuss reason relev specifi major minor,automobil recal document relev discuss specifi reason truck manufactur identifi,recal car ford vehicl defect motor safeti mitsubishi model toyota
397,s5,10,automobil recal identifi document discuss reason relev specifi major minor car,automobil recal document relev discuss specifi reason truck manufactur identifi minor,recal car ford vehicl defect motor safeti mitsubishi model toyota problem
310,s5,1,radio wave,cancer brain,cancer electromagnet
310,s5,2,radio wave brain,cancer brain radio,cancer electromagnet studi
310,s5,3,radio wave brain cancer,cancer brain radio mobil,cancer electromagnet studi field
310,s5,4,radio wave brain cancer evid,cancer brain radio mobil tower,cancer electromagnet studi field radiat
310,s5,5,radio wave brain cancer evid from,cancer brain radio mobil tower phone,cancer electromagnet studi field radiat brain
310,s5,6,radio wave brain cancer evid from tower,cancer brain radio mobil tower phone car,cancer electromagnet studi field radiat brain phone
310,s5,7,radio wave brain cancer evid from tower car,cancer brain radio mobil tower phone car incid,cancer electromagnet studi field radiat brain phone tumor
310,s5,8,radio wave brain cancer evid from tower car mobil,cancer brain radio mobil tower phone car incid wave,cancer electromagnet studi field radiat brain phone tumor cell
310,s5,9,radio wave brain cancer evid from tower car mobil phone,cancer brain radio mobil tower phone car incid wave popul,cancer electromagnet studi field radiat brain phone tumor cell power
310,s5,10,radio wave brain cancer evid from tower car mobil phone affect,cancer brain radio mobil tower phone car incid wave popul occurr,cancer electromagnet studi field radiat brain phone tumor cell power microwav
354,s5,1,journalist risk,journalist hostag,journalist pearl
354,s5,2,journalist risk identifi,journalist hostag e.g,journalist pearl kill
354,s5,3,journalist risk identifi instanc,journalist hostag e.g instanc,journalist pearl kill report
354,s5,4,journalist risk identifi instanc where,journalist hostag e.g instanc arrest,journalist pearl kill report mr
354,s5,5,journalist risk identifi instanc where ha,journalist hostag e.g instanc arrest identifi,journalist pearl kill report mr hostag
354,s5,6,journalist risk identifi instanc where ha been,journalist hostag e.g instanc arrest identifi risk,journalist pearl kill report mr hostag sheikh
354,s5,7,journalist risk identifi instanc where ha been put,journalist hostag e.g instanc arrest identifi risk kill,journalist pearl kill report mr hostag sheikh kidnap
354,s5,8,journalist risk identifi instanc where ha been put e.g,journalist hostag e.g instanc arrest identifi risk kill relev,journalist pearl kill report mr hostag sheikh kidnap pakistani
354,s5,9,journalist risk identifi instanc where ha been put e.g kill,journalist hostag e.g instanc arrest identifi risk kill relev taken,journalist pearl kill report mr hostag sheikh kidnap pakistani pakistan
354,s5,10,journalist risk identifi instanc where ha been put e.g kill arrest,journalist hostag e.g instanc arrest identifi risk kill relev taken perform,journalist pearl kill report mr hostag sheikh kidnap pakistani pakistan american
355,s5,1,ocean remot,remot ocean,satellit ocean
355,s5,2,ocean remot sens,remot ocean relev,satellit ocean earth
355,s5,3,ocean remot sens identifi,remot ocean relev sens,satellit ocean earth sea
355,s5,4,ocean remot sens identifi document,remot ocean relev sens applic,satellit ocean earth sea scientist
355,s5,5,ocean remot sens identifi document discuss,remot ocean relev sens applic document,satellit ocean earth sea scientist climat
